{'text': '漫步在这山间的小道上', 'predict': '关系名：Located'}
{'text': '惊醒了五爷、五奶。老人端盏油灯', 'predict': "'五奶'和'老人'属于'Family'（家庭）关系。"}
{'text': '出门车接车送，这样的孕妇是极其幸福的，同时胎儿也是幸福的;刚翻身时的孕妇生育', 'predict': '这样的孕妇和胎儿属于"General-Special"（一般-特殊）关系。'}
{'text': '很多人都喜欢自己安装矿石收音机，父亲也不例外。他运用物理学知识，不但把矿石收音机装得比别人精致', 'predict': "'矿石收音机'和'父亲'属于'General-Special'（普通-特殊）关系，因为这个句子中提到了父亲和矿石收音机，但并没有说明它们之间的具体关系，只是普遍地描述了人们对矿石收音机的喜爱和父亲对它的安装。"}
{'text': '这就是丹峡中著名的“黄龙瀑布”。', 'predict': '属于Located关系。'}
{'text': '当一缕缕春风从遥远的天边吹向松软的黄土山坳时，小草渐渐地探出了细芽。', 'predict': '这个句子中的\'一缕缕春风\'和\'小草\'属于"Near"关系，因为它们在同一环境中，即春风吹拂的山坳中。'}
{'text': '几根枯枝斜压在草堆顶上，调皮的麻雀蹲在枯枝上', 'predict': 'Part-Whole，因为枯枝和草堆顶上是草堆的一部分。'}
{'text': '根据蚬子生长的特性，我们用一尺的钩条或钢筋，在它的下端弯成一个小钩', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '水竹水分足，颜色深，绿的像汪着一潭水，所以它比桂竹和金竹脆，但它们竹节把长', 'predict': 'Part-Whole，因为句子中提到了水竹和桂竹的比较，暗示它们是竹子的一部分。'}
{'text': '就牢牢地被追施在葡萄树的根底。开春发芽成叶抽枝开花，直到坐果后', 'predict': 'Part-Whole (部分-整体)'}
{'text': '顺着一条幽静的甬道拐进国图旁边的紫竹院公园。', 'predict': "'国图旁边'和'紫竹院公园'属于'Located'（位置关系）的关系。"}
{'text': '<N>年，西洞庭摘得了“全国红旗农场”的桂冠，<N>年被评为“全国农垦先进单位”，<N>年', 'predict': '属于时间关系和归属关系。'}
{'text': '我问鲁光，你是怎么从一个大记者、大作家又变成大画家的呢?鲁光说', 'predict': 'Part-Whole'}
{'text': '不停地给二位老人连磕响头。“爷爷奶奶收留俺吧!', 'predict': "'二位老人'和'奶奶'属于'Family'（家庭）关系。"}
{'text': '继后成风，齐、魏、燕…也跟着修筑长城自卫。其中秦最不愿意修筑长城，他就一举消灭了六国，秦朝得以统一', 'predict': "'齐、魏、燕'和'六国'属于'Part-Whole'关系。"}
{'text': '书房里有电脑、有音响，房间里全是新家具，床上整齐地放着高档被毯。', 'predict': "'房间里'和'新家具'属于'Part-Whole'关系。"}
{'text': '八十年代开始画牛，屁股老画得不好', 'predict': '属于Part-Whole（部分-整体）关系。因为“屁股”是“牛”的一部分。'}
{'text': '还有父亲那时专门送我去学琴的那架自行车。', 'predict': "'父亲'和'我'属于'Family'（家庭）关系。"}
{'text': '我回到公社把情况如实向公社武装部助理刘玉章做了汇报', 'predict': "'我'和'公社武装部助理刘玉章'属于'Use'关系，因为'我'使用了'公社武装部助理刘玉章'作为接收汇报的对象。"}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'鱼米之乡'属于'General-Spicial'关系，而'瓦屋山'属于'Located'关系。"}
{'text': '河边的水草里、稻田里时常见到水鸟的窝，水鸟的蛋，有时还有刚出壳的雏鸟。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '笔者工作三十多年，当过农民、工人、教师、特约记者、秘书，不管在什么工作岗位，工作之余最大的爱好就是抄抄写写，在参与建设新农村工作中，笔记本里已经记载存了数万字的“东西”', 'predict': "'笔者'和'新农村'属于'General-Special'（一般-特殊）关系。"}
{'text': '心想：你牛儿<N>挂零了吧!当初我们同在一个生产队里挣工分', 'predict': "'你'和'我'之间的关系是'Social'，'生产队'和'我们'之间的关系是'Part-Whole'。"}
{'text': '我们常吃的蔬菜是萝卜、白菜、豇豆、茄子、空心菜。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '台阶旁，转角处，间或一株老树，一片花丛，一簇美人蕉', 'predict': '属于"Located"关系。'}
{'text': '早几年我的老父亲到我家里来住时说要理发', 'predict': '早几年和我的老父亲属于"Family"（家庭）关系。'}
{'text': '我曾经在铜梁和你有过相遇。叫你你不应，头发胡子盖住了半边脸', 'predict': "'你'属于Social关系，'胡子'属于Part-Whole关系。"}
{'text': '说老伴给我捎来的', 'predict': 'Family（家庭）关系。'}
{'text': '母亲还为外婆做棉衣', 'predict': '关系：Family'}
{'text': '搭在楼房前的喜棚，上面有顶，四面围得好好的', 'predict': 'Part-Whole (部分-整体)关系。'}
{'text': '西洞庭像展开双翼的雄鹰，自由飞翔在改革开放的蓝天上。', 'predict': "'展开双翼的雄鹰'属于'General-Special'关系，而'改革开放的蓝天上'属于'Located'关系。"}
{'text': '就像初春已在冻土里含苞待放的郁金香花，充满着奋发向上不可抗拒的勃勃生机和力量;四十岁左右的女人', 'predict': '\'在冻土里含苞待放的郁金香花\'和\'冻土里\'属于"Located"关系。'}
{'text': '毛巾、糖果、饼干等礼品。', 'predict': "'饼干'属于Part-Whole关系，'礼品'属于General-Special关系。"}
{'text': '还有一些小作坊里的手艺人，正在精心打造一件银首饰，或箍一只精巧的“子孙桶”，他们纯熟而精准的动作都让我感觉趣味横生。', 'predict': '关系名：Located\n\n一些小作坊里的手艺人和我都是被定位在同一个地点或场所中的。在这个句子中，我们都被描述为在小作坊里，而且都在观察或参与手艺人的活动。'}
{'text': '发动、组织了不少有爱心的工商户投身到公益事业，去帮助了更多的人。于此同时，我们还创建了一个&quot;爱心联盟&quot、QQ群', 'predict': '关系：Create'}
{'text': '过了长江;西边在雅安的名山、峨眉山以西一带;北边在成都的双流以南以及龙泉驿等', 'predict': '关系名：Located'}
{'text': '我们希望你来绥化铁路司机学校学习。”刘老师停顿了一下', 'predict': '关系：Located'}
{'text': '由上坪和下坪两个自然村组成，村子四周奇峰环绕', 'predict': "'村子'属于'Part-Whole'（部分-整体）关系，而'奇峰'属于'Located'（位置）关系。"}
{'text': '首先映入我眼帘的是对着正门挂在墙上的<N>年巴金生日的照片。', 'predict': '\'墙\'和\'照片\'属于"Located"关系。'}
{'text': '这里原为开放式的敞廊，夏天的风能直接吹到廊檐下。', 'predict': 'Part-Whole (部分-整体)'}
{'text': '而我只能穿着外面罩着一个塑料布的草鞋去学校。', 'predict': "'我'和'外面罩着一个塑料布的草鞋'属于'Part-Whole'关系。"}
{'text': '瓦蓝的穹庐下，是灰褐色的山体;黄马、黑牛与白羊', 'predict': '属于"Located"关系。'}
{'text': '它半闭着眼睛，听着自己的心跳和笼外草地上的虫鸣', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '当农户捡起候鸟回家时，另一只鸟也在天空中跟随', 'predict': '关系名：Located'}
{'text': '河插村老村场离九洲江出海口很近', 'predict': '根据句子“河插村老村场离九洲江出海口很近”，可以判断这是“Near”（附近）关系。其中，“河插村老村场”和“九洲江出海口”是被描述为附近的两个地点。'}
{'text': '姐姐就帮母亲烧火煮饭，我和哥哥就到田边井里取水', 'predict': '\'我\'和\'哥哥\'属于"Part-Whole"关系，因为他们是家庭中的一部分，与其他家庭成员一起完成家务。'}
{'text': '他头发胡子显然得到了修整。穿一件毛领黄色皮大衣，戴一顶翻毛黄军帽，再蹬一双翻毛黄皮鞋，俨然一副军官相。他手指上还钩着一个“保温杯”', 'predict': '关系：General-Special\n\n他和一顶翻毛黄军帽属于General-Special关系，因为他是一个人，而翻毛黄军帽是一种特定的帽子。'}
{'text': '我不断的看你的晶莹的双眸，想问你对我的感觉', 'predict': '关系：Social'}
{'text': '乡里从村里选拔文艺骨干参加县里的汇演，他俩就是那时认识的。他会拉', 'predict': "'乡里'和'村里'属于'Located'关系，'他俩'属于'Social'关系。"}
{'text': '细想起来，父亲与书，应该是贯穿父亲一生', 'predict': '关系：Part-Whole'}
{'text': '人们眼前总会浮现洞庭湖万顷波涛的水天，云絮般洁白的片片渔帆，和那洞庭湖的许多神奇迷人的传说。', 'predict': "'洞庭湖'属于'Located'关系，而'那洞庭湖的许多神奇迷人的传说'属于'General-Special'关系。"}
{'text': '家家书架上都堆满了书。', 'predict': '家家书架和书属于“Part-Whole”（部分-整体）关系。'}
{'text': '那一碟卤豆干、卤兔肉，我就会潸然泪下。', 'predict': '关系：Social'}
{'text': '携着温柔的双手飞在祖国的天空。再也藏不住对你的感觉', 'predict': "句子中的'温柔的双手'属于Part-Whole关系，'你'属于Social关系。"}
{'text': '要改造大寨田，溪边的农田改大了', 'predict': "'溪边'和'农田'属于'Part-Whole'关系，因为'溪边的农田'是'大寨田'的一部分。"}
{'text': '于是大家七手八脚，两人捉前脚', 'predict': '大家和两人属于"General-Special"（泛指-特指）关系。'}
{'text': '我就这样子冻了一下午，晚上回到家，妈妈看到我冻得通红的小脚伤心地哭了。', 'predict': "'我'和'妈妈'属于'Family'（家庭）关系。"}
{'text': '露出数名垂钓者的身影，阳伞高撑，马扎静坐', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '哈姆雷特是只漂亮的兔子，血统高贵。', 'predict': 'Part-Whole（部分-整体）关系。因为句子中的“哈姆雷特”和“兔子”都是描述整体的一部分，即“只漂亮的”和“血统高贵”的兔子。'}
{'text': '河边的水草里、稻田里时常见到水鸟的窝', 'predict': "'河边'和'稻田'属于'Located'关系。"}
{'text': '高老想要女士的身份证去挂号办理检查手续', 'predict': '高老和女士的身份证属于“Ownership”（所有关系）。因为高老想要女士的身份证，暗示着女士的身份证属于高老所有。'}
{'text': '沈老汉讲完故事后将一只淮蚬打开后指着贝壳里那块蚬肉说：“你们看', 'predict': '属于Part-Whole关系，因为“贝壳里”和“那块蚬肉”是淮蚬的一部分。'}
{'text': '尔后又到银材图书室参观，并采访了有关创建图书室的初衷及捐资赠书情况(图书室是<N>年在村委和谢松生老人的大力支持下创建的)。', 'predict': "'银材图书室'和'图书室'属于Part-Whole关系。"}
{'text': '它们经历千百年风刀沙斧的讨伐，有的头断臂折', 'predict': "句子中的'它们'和'千百年'属于时间关系（Temporal）。"}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'茅台'属于'美酒之乡'的关系，'旅游之乡'属于'General-Special'（一般特殊关系）的关系。"}
{'text': '现在的后门山更是常年树木葱翠、鸟语花香', 'predict': '关系：Located'}
{'text': '开枪时枪口喷出一尺多长的火苗，它就奔火光而去，抓住枪管不放，和那支枪开始较劲。', 'predict': 'Part-Whole (部分-整体)'}
{'text': '家里有妻子和一个呆傻的儿子。', 'predict': '家里和妻子属于"Family"（家庭）关系。'}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'美酒之乡'和'峨眉山'属于不同的关系，'美酒之乡'属于'General-Spicial'关系，而'峨眉山'属于'Part-Whole'关系。"}
{'text': '简直是一种享受，他根本不看讲义，凭一张嘴，几友粉笔', 'predict': "属于'General-Special'关系，因为句子中的'他'和'几友粉笔'是一种特殊的实体，可以被归类到更一般的实体中。"}
{'text': '我和妻子转遍了当时只有两三条街道的县城', 'predict': 'Family (家庭)关系。'}
{'text': '美国波斯顿轮船局威廉、柯尔船长当场毙命，罪恶的指挥旗也坠入海中，英美舰队一时阵角大乱。', 'predict': "'罪恶的指挥旗'属于Part-Whole关系，'海中'属于Located关系。"}
{'text': '我先后拿出近二十万元慰问孤寡老人，资助失学儿童完成学业，扶持贫困、弱势人群。帮助他人、快乐自己', 'predict': "'孤寡老人'属于'Part-Whole'关系，'他人'属于'Social'关系。"}
